bot_code,bot_type,sov_code,sov_name,wgsrpd_code,wgsrpd_name,wgsrpd_area,sov_intersection_area,bot_area_total,sov_area_total,proportion_total_sov,proportion_total_bot,bot_name
USA,incomplete_sov,USA,United States of America,MSI,Mississippi,124047.887355717,123880.34386352,9448913.931608755,9449399.34709206,0.01310986437478089,0.013110537862887312,"United States of America and Puerto Rico, Wake Island, Guam and Northern Mariana Islands, Howland and Baker Islands, Aleutian Islands"
UZB,incomplete_sov,UZB,Uzbekistan,UZB,Uzbekistan,446706.709981662,442841.457276173,442841.457276173,443638.4699492276,0.9982034635699069,1,Uzbekistan
VEN,incomplete_sov,VEN,Venezuela,VNA,Venezuelan Antilles,1401.4072864232,1298.5347449273,908129.3461051873,908129.6219940928,0.0014299002185128,0.001429900652915243,Venezuela
VEN,incomplete_sov,VEN,Venezuela,VEN,Venezuela,910220.43394774,906830.81136026,908129.3461051873,908129.6219940928,0.9985697959824492,0.9985700993470847,Venezuela
VNM,entire_sov,VNM,Vietnam,VIE,Vietnam,325522.23872308,321594.856963097,321594.856963097,321594.856963097,1,1,Vietnam
VUT,entire_sov,VUT,Vanuatu,VAN,Vanuatu,12697.7035698013,11754.8917847352,11754.8917847352,11754.8917847352,1,1,Vanuatu
WHM,multi_sov,PAK,Pakistan,WHM,West Himalaya,293725.704231935,77559.9889264431,291114.6941529896,868859.0782533402,0.08926647700149633,0.26642416368609334,West Himalaya
WHM,multi_sov,IND,India,WHM,West Himalaya,293725.704231935,211486.754562968,291114.6941529896,3140876.654877194,0.06733367075544613,0.726472276428016,West Himalaya
WHM,multi_sov,KAS,Kashmir,WHM,West Himalaya,293725.704231935,2067.9506635785,291114.6941529896,2067.9506635785,1,0.007103559885890643,West Himalaya
WIN,multi_sov,VCT,Saint Vincent and the Grenadines,WIN,Windward Is.,3803.3111941901,351.0048909502,3465.9246346133,351.0048909502,1,0.10127308812338393,Windward Islands and Barbados
WIN,multi_sov,GRD,Grenada,WIN,Windward Is.,3803.3111941901,343.9865688954,3465.9246346133,343.9865688954,1,0.0992481387102577,Windward Islands and Barbados
WIN,multi_sov,DMA,Dominica,WIN,Windward Is.,3803.3111941901,714.3681899109,3465.9246346133,714.3681899109,1,0.20611186486188654,Windward Islands and Barbados
WIN,multi_sov,BRB,Barbados,WIN,Windward Is.,3803.3111941901,432.3574577318,3465.9246346133,432.3574577318,1,0.12474519884649454,Windward Islands and Barbados
WIN,multi_sov,FRA,France,WIN,Windward Is.,3803.3111941901,1026.7981146852,3465.9246346133,661251.5888740879,0.0015528100528779487,0.2962551765929446,Windward Islands and Barbados
WIN,multi_sov,LCA,Saint Lucia,WIN,Windward Is.,3803.3111941901,597.4094124398,3465.9246346133,597.4094124398,1,0.17236653286503276,Windward Islands and Barbados
WSA,multi_sov,MAR,Morocco,WSA,Western Sahara,269093.842971255,177835.698110583,267853.3579212879,580013.8706206491,0.30660594016534176,0.6639293212177773,Western Sahara
WSA,multi_sov,ESH,Western Sahara,WSA,Western Sahara,269093.842971255,90017.6598107049,267853.3579212879,90017.6598107049,1,0.33607067878222285,Western Sahara
YEM,entire_sov,YEM,Yemen,SOC,Socotra,3904.0105014316,3687.7108880249,421716.0337199949,421716.0337199949,0.0087445356428478,0.0087445356428478,Yemen
YEM,entire_sov,YEM,Yemen,YEM,Yemen,420081.968512301,418028.32283197,421716.0337199949,421716.0337199949,0.9912554643571523,0.9912554643571523,Yemen
YUG,multi_sov,HRV,Croatia,YUG,Yugoslavia,255539.203555744,54530.2791068915,253091.28325003982,54530.2791068915,1,0.21545696243129275,"Bosnia and Herzegovina, Croatia, Kosovo, Montenegro, North Macedonia, Serbia and Slovenia"
YUG,multi_sov,KOS,Kosovo,YUG,Yugoslavia,255539.203555744,10761.6897396298,253091.28325003982,10761.6897396298,1,0.04252098136859918,"Bosnia and Herzegovina, Croatia, Kosovo, Montenegro, North Macedonia, Serbia and Slovenia"
YUG,multi_sov,SRB,Republic of Serbia,YUG,Yugoslavia,255539.203555744,77200.1328787271,253091.28325003982,77200.1328787271,1,0.30502880971391555,"Bosnia and Herzegovina, Croatia, Kosovo, Montenegro, North Macedonia, Serbia and Slovenia"
YUG,multi_sov,SVN,Slovenia,YUG,Yugoslavia,255539.203555744,20073.0302434943,253091.28325003982,20073.0302434943,1,0.07931142465962877,"Bosnia and Herzegovina, Croatia, Kosovo, Montenegro, North Macedonia, Serbia and Slovenia"
YUG,multi_sov,MKD,North Macedonia,YUG,Yugoslavia,255539.203555744,25108.5292605484,253091.28325003982,25108.5292605484,1,0.09920740429350385,"Bosnia and Herzegovina, Croatia, Kosovo, Montenegro, North Macedonia, Serbia and Slovenia"
YUG,multi_sov,MNE,Montenegro,YUG,Yugoslavia,255539.203555744,13595.9196395634,253091.28325003982,13595.9196395634,1,0.053719430653529875,"Bosnia and Herzegovina, Croatia, Kosovo, Montenegro, North Macedonia, Serbia and Slovenia"
YUG,multi_sov,BIH,Bosnia and Herzegovina,YUG,Yugoslavia,255539.203555744,51821.7023811853,253091.28325003982,51821.7023811853,1,0.20475498687952995,"Bosnia and Herzegovina, Croatia, Kosovo, Montenegro, North Macedonia, Serbia and Slovenia"
ZAF,entire_sov,ZAF,South Africa,MPE,Marion-Prince Edward Is.,338.0469706553,316.1579742978,1216804.6743537886,1216804.6743537886,2.5982639692414297e-4,2.5982639692414297e-4,South Africa
ZAF,entire_sov,ZAF,South Africa,CPP,Cape Provinces,661495.380245479,659904.980645225,1216804.6743537886,1216804.6743537886,0.5423261387417684,0.5423261387417684,South Africa
ZAF,entire_sov,ZAF,South Africa,TVL,Northern Provinces,335730.356838361,334290.777039286,1216804.6743537886,1216804.6743537886,0.2747283800638082,0.2747283800638082,South Africa
ZAF,entire_sov,ZAF,South Africa,OFS,Free State,129989.743450318,129779.674746333,1216804.6743537886,1216804.6743537886,0.1066561277102715,0.1066561277102715,South Africa
ZAF,entire_sov,ZAF,South Africa,NAT,KwaZulu-Natal,92727.6935288395,92513.0839486467,1216804.6743537886,1216804.6743537886,0.07602952708722774,0.07602952708722774,South Africa
ZMB,entire_sov,ZMB,Zambia,ZAM,Zambia,751904.02547589,748395.337721349,748395.337721349,748395.337721349,1,1,Zambia
ZWE,entire_sov,ZWE,Zimbabwe,ZIM,Zimbabwe,389858.947387365,387777.975729816,387777.975729816,387777.975729816,1,1,Zimbabwe
